documentId,paragraphText,sorted_compounds
US20140128390A1,"Into a scintillation vial were placed 6-(4-fluorophenyl)-4-[(3R)-3-methylpiperazin-1-yl]-7H-pyrrolo[2,3-d]pyrimidine (5) (80 mg, 0.26 mmol), 1-[(1S)-1-isocyanatoethyl]-3-methoxy-benzene (70 mg, 0.4 mmol) and DMF (3 mL). N,N-diisopropylethylamine (0.1 ml, 0.58 mmol) was added and the reaction was stirred at room temperature for 5 hours. The mixture was placed on silica and purified with silica gel chromatography eluting with a gradient of ethyl acetate:hexanes (40-100%). 1HNMR and MS were consistent with the structure of the desired product. MS (ESI) [M+H+]+=489.55 [M−H]−=487.1.","6-(4-fluorophenyl)-4-[(3R)-3-methylpiperazin-1-yl]-7H-pyrrolo[2,3-d]pyrimidine | 1-[(1S)-1-isocyanatoethyl]-3-methoxy-benzene | DMF | N,N-diisopropylethylamine | silica gel | ethyl acetate"
US20060211697A1,"To a suspension of 2-(4-bromo-2-methoxy-phenoxy)-phenol (2.500 g, 7.50 mmol) and Cs2CO3 (3.665 g, 11.25 mmol) in acetonitrile was added dropwise methyl iodide (0.93 mL, 15.00 mmol) via syringe. After being stirred at room temperature for 2 days, the mixture was poured into water and extracted with DCM (30 mL×2). The combined layer was washed with water, dried over sodium sulfate, filtered and evaporated. The residue was purified by flash chromatography on silica column eluted with 15% of ethyl acetate (AcOEt) in hexane. The final product (1.925 g, 83%) is a white solid. M.P.: 58-60° C.",2-(4-bromo-2-methoxy-phenoxy)-phenol | Cs2CO3 | acetonitrile | methyl iodide | water | DCM | water | sodium sulfate | silica | ethyl acetate | hexane
US06613804B2,"N-(4-bromo-3-methyl-5-isoxazolyl)-2-(3,4,5-trimethoxybenzyl)-benzo[b]thiophene-3-sulfonamide was prepared in the same manner as described in Example 41. Reaction of 4-bromo-3-methyl-5-aminoisoxazole (0.55 mmoles, 97 mg), NaH (1.4 mmoles, 55 mg), and 2-(3,4,5-trimethoxylbenzyl)-benzo[b]thiophene-3-sulfonyl chloride (0.66 mmoles, 0.27 g) in THF (2 ml) yielded, after flash chromatography using 50% ethyl acetate/hexanes and recrystallization from chloroform and hexanes, 94 mg of a tan solid, m.p. 154-156° C.","N-(4-bromo-3-methyl-5-isoxazolyl)-2-(3,4,5-trimethoxybenzyl)-benzo[b]thiophene-3-sulfonamide | 4-bromo-3-methyl-5-aminoisoxazole | NaH | 2-(3,4,5-trimethoxylbenzyl)-benzo[b]thiophene-3-sulfonyl chloride | THF | ethyl acetate/hexanes | hexanes | chloroform | tan solid"
US20110136764A1,"A mixture of 3-amino-6-bromopyridine-2-carboxylic acid ethyl ester-(Compound 232G, 0.31 g, 1.3 mmol), 1,4-dioxaspiro[4,5]dec-7-ene-8-boronic acid pinacol ester (0.406 g, 1.52 mmol) and [1,1′-Bis(diphenylphosphino)ferrocene]dichloropalladium(11), complex with dichloromethane (1:1) (0.10 g, 0.12 mmol) in a 35 mL sealable microwave tube was taken up in 1,4-Dioxane (4.9 mL). This mixture was treated with a solution of Potassium carbonate (0.52 g, 3.8 mmol) in H2O (1 mL), flushed with nitrogen, sealed and irradiated in a microwave reactor for 30 minutes at 100° C. The mixture was poured into water and extracted twice with EtOAc. The combined organic layers were washed with brine, dried over Na2SO4 filtered and concentrated to a brown residue. This was taken up in DCM, treated with silica and concentrated. The resulting silica plug was loaded on to a sample cartridge and purified on an ISCO Combiflash system (0-50% EtOAc/Heptane) to isolate the desired product as 247 mg of an oil which crystallized upon standing. 1H NMR (400 MHz, DMSO-d6) d 1.30 (t, J=7.20 Hz, 3H), 1.77 (t, J=6.44 Hz, 2H), 2.32-2.40 (m, 2H), 2.60 (td, J=6.44, 1.52 Hz, 2H), 3.91 (s, 4H), 4.28 (q, J=7.07 Hz, 2H), 6.25 (t, J=4.04 Hz, 1H), 6.65 (s, 2H), 7.17 (d, J=8.84 Hz, 1H), 7.52 (d, J=8.84 Hz, 1H). MS(ES+): m/z=305.12 (100) [M+1]. HPLC: tR=3.50 min (ZQ3, polar—5 min).","3-amino-6-bromopyridine-2-carboxylic acid ethyl ester | Compound 232G | 1,4-dioxaspiro[4,5]dec-7-ene-8-boronic acid pinacol ester | [1,1′-Bis(diphenylphosphino)ferrocene]dichloropalladium(11) | dichloromethane | 1,4-Dioxane | Potassium carbonate | H2O | nitrogen | water | EtOAc | brine | Na2SO4 | silica | EtOAc/Heptane | desired product | oil"
US20160222004A1,"To a stirred, room temperature solution of 5-iodo-4′-methyl-biphenyl-3-carboxylic acid (2-methoxy-1-methyl-ethyl)-amide (1.0 g, 2.4 mmol)) in 3 ml anhydrous DMF were added LiCl (520 mg, 5 eq), Pd2(dba)3 (18.34 mg, 1.3% eq), DIPEA (0.8545 ml, 2 eq) and acetic anhydride (1.1636 ml, 5 eq). The reaction mixture was heated by microwave irridiation to 150° C. for 1 hour, then cooled and diluted with EtOAc. The combined organic layers were washed with water, brine, dried (Na2SO4), filtered, and concentrated in vacuo. The residue was purified by flash column chromatography on silica gel with hexanes ethyl acetate 8:1 to 2:1), giving 5-acetyl-4′-methyl-biphenyl-3-carboxylic acid (2-methoxy-1-methyl-ethyl)-amide (538 mg, 75%). MS (M+H)=326.",5-iodo-4′-methyl-biphenyl-3-carboxylic acid (2-methoxy-1-methyl-ethyl)-amide | DMF | LiCl | Pd2(dba)3 | DIPEA | acetic anhydride | EtOAc | water | brine | Na2SO4 | silica gel | hexanes ethyl acetate | 5-acetyl-4′-methyl-biphenyl-3-carboxylic acid (2-methoxy-1-methyl-ethyl)-amide
US08610345B2,"A mixed solution of 10 g of 2-bromonitrobenzene, 8.2 g of 4-methylphenylboronic acid, 25.4 g of tripotassium phosphate, 3.9 g of tetrabutylammonium bromide, 270 mg of palladium acetate and 150 ml of dimethylformamide was heated and stirred under a nitrogen gas stream at 130° C. for 3 hours. The solution was cooled to room temperature and 100 ml of water was poured into the solution, followed by extraction with 150 ml of ethyl acetate. The organic layer was washed twice with 100 ml of water, dried over magnesium sulfate and then evaporated. The concentrate was purified by silica gel column chromatography and then vacuum-dried to obtain 8.6 g of 2-(4-methylphenyl)nitrobenzene.",2-bromonitrobenzene | 4-methylphenylboronic acid | tripotassium phosphate | tetrabutylammonium bromide | palladium acetate | dimethylformamide | nitrogen | water | ethyl acetate | water | magnesium sulfate | silica gel | 2-(4-methylphenyl)nitrobenzene
US20100087424A1,"To a solution of 7-fluoro-2-methoxy-8-quinolinol (0.23 g, 1.2 mmol) in THF (10 ml) was added NBS (0.23 g, 1.3 mmol) and the solution stirred for 1.5 h, then concentrated. Chromatography over silica (20 g SPE, eluting with 1:1 dichloromethane/hexane) provided the title compound as an off-white solid (0.28 g, 86%).",7-fluoro-2-methoxy-8-quinolinol | THF | NBS | silica | title compound
US20150329524A1,"To a 500 mL round bottom flask containing the crude (S)-4-(4-bromo-2-fluorophenyl)-1-methyl-3-((1-propionylpyrrolidin-3-yl)methyl)-1H-1,2,4-triazol-5(4H)-one (2.95 g), was added bis(pinacolato)diboron (2.00 g, 7.88 mmol), potassium acetate (3.00 g, 30.6 mmol), PdCl2(dppf)-CH2Cl2 adduct (0.50 g, 0.61 mmol), and 1,4-dioxane (30 mL). A condenser was attached and the solution was stirred at 100° C. for 1 h. Analysis of an aliquot by LCMS indicated the starting material had been consumed and the desired boronic acid intermediate was present. The reaction mixture was cooled to room temperature, and the flask was charged with 7-bromo-3-methylquinoline (1.6 g, 7.2 mmol), and 2M aq potassium carbonate (15.00 mL). The reaction mixture was stirred at 100° C. for 1 h and then was cooled to room temperature. The solution was adjusted to pH=7 with the addition of 1N aq HCl. The desired product was extracted with ethyl acetate (2×200 mL). The combined organic layers were dried over sodium sulfate and approximately 1 g of Silicycle Si-thiol resin, filtered, and concentrated in vacuo. Purification of the residue by silica gel chromatography (0-10% methanol:dichloromethane) and then by reverse phase HPLC (35% acetonitrile/65% 0.3M aq ammonium formate) afforded the title compound as a white solid (2.3 g, 64% yield over two steps). MS(ES)+ m/e 474.4 [M+H]+.","(S)-4-(4-bromo-2-fluorophenyl)-1-methyl-3-((1-propionylpyrrolidin-3-yl)methyl)-1H-1,2,4-triazol-5(4H)-one | bis(pinacolato)diboron | potassium acetate | PdCl2(dppf)-CH2Cl2 | 1,4-dioxane | 7-bromo-3-methylquinoline | potassium carbonate | HCl | desired product | ethyl acetate | sodium sulfate | Si-thiol | silica gel | methanol | dichloromethane | acetonitrile | title compound"
US09409893B2,"The free base of 2-(aminomethyl)-4-(tert-butyl)-6-(6-(trifluoromethyl)pyridin-3-yl)phenol hydrochloride (Example 64), was prepared by partitioning the hydrochloride salt (560 mg, 1.55 mmol) between ethyl acetate and a saturated aqueous sodium bicarbonate solution. The organic phase was separated, dried (Na2SO4), filtered and the solvent removed under reduced pressure. The residue was redissolved in a solution of tert-butyl (2-oxopropyl)carbamate in ethanol (5 mL) and stirred for three days. Sodium borohydride (290 mg, 7.75 mmol) was added portionwise and the reaction mixture stirred at room temperature for one hour. The reaction was quenched with saturated aqueous ammonium chloride solution (1 mL) and the reaction mixture partitioned between ethyl acetate and a saturated aqueous sodium bicarbonate solution. The organic phase was separated, dried (Na2SO4), filtered and the solvent was removed under reduced pressure. The residue was purified using flash chromatography on silica eluting with a solvent gradient of 0-100% ethyl acetate in hexanes to give tert-butyl (2-((5-(tert-butyl)-2-hydroxy-3-(6-(trifluoromethyl)pyridin-3-yl)benzyl)amino)propyl)carbamate (500 mg, 67%) as a white solid. The carbamate (500 mg, 1.04 mmol) was dissolved in methylene chloride (20 mL) and trifluoroacetic acid (10 mL) added and the reaction was stirred for 16 h. The solvent was removed under reduced pressure, the residue azeotroped twice with toluene (20 mL) and then redissolved in a 1:1 mixture of methylene chloride and trifluoracetic acid (40 mL) and stirred at room temperature for four hours. The solvent was removed under reduced pressure, the residue azeotroped twice with toluene (20 mL) and the residue partitioned between ethyl acetate and saturated aqueous sodium bicarbonate solution. The organic phase was separated, dried (Na2SO4), filtered and the solvent removed under pressure. The residue was purified using flash chromatography on silica eluting with a solvent gradient of 0 to 100% of (89% methylene chloride, 10% methanol and 1% ammonium hydroxide) in methylene chloride. The purified residue was dissolved in a 1.25 M hydrochloric acid solution in ethanol, the solution stood for 10 minutes, and then the solvent removed under reduced pressure and the residue triturated with diethyl ether to give 2-(((1-aminopropan-2-yl)amino)methyl)-4-(tert-butyl)-6-(6-(trifluoromethyl)pyridin-3-yl)phenol dihydrochloride (150 mg, 32% yield) as a white solid.",2-(aminomethyl)-4-(tert-butyl)-6-(6-(trifluoromethyl)pyridin-3-yl)phenol hydrochloride | hydrochloride salt | ethyl acetate | sodium bicarbonate | Na2SO4 | tert-butyl (2-oxopropyl)carbamate | ethanol | Sodium borohydride | ammonium chloride | ethyl acetate | Na2SO4 | tert-butyl (2-((5-(tert-butyl)-2-hydroxy-3-(6-(trifluoromethyl)pyridin-3-yl)benzyl)amino)propyl)carbamate
US08987473B2,"To an aqueous solution (2 mL) of zinc powder (1.2 g) was added mercury chloride (124 mg) at room temperature, and then the reaction mixture was stirred at room temperature for 30 minutes. To the reaction mixture were added the compound [59] obtained in Example 59 (73 mg), toluene (1 mL), water (1 mL) and concentrated hydrochloric acid (1 mL) at room temperature, and then the reaction mixture was heated at reflux for 4 hours. After cooling to room temperature, the reaction mixture was quenched with water, and extracted with chloroform. The obtained organic layer was dried over anhydrous sodium sulfate, filtered, and the filtrate was concentrated under reduced pressure. The obtained residue was purified by silica gel column chromatography to give the titled compound (35 mg) as a yellow solid.",zinc | mercury chloride | toluene | water | hydrochloric acid | water | chloroform | sodium sulfate | silica gel | titled compound
